-62911.7	62911.7
20154.8	32997.6
-14071.4	19248.4
-4750.65	8139.84
11773.1	11774.8
6016.83	10481.6
-2012.68	15733.5
-2752.47	6422.16
-3319.85	3406.06
-1929.84	5326.36
-537.962	2630.45
-1673.05	1844.17
-467.57	2849.73
-457.299	2944.48
-3430.2	3785.59
-988.665	2675.11
4114.08	4304.29
2834.18	2834.89
959.669	1640.15
3136.29	3289.64
2769.53	2859.94
1027.37	2314.09
2676.43	3106.12
3580.04	3829.83
1827.96	4753.96
494.151	4701.88
-437.123	1723.65
-144.043	1732.49
501.214	2714.42
323.027	1613.94
-614.869	1141.41
-318.759	2323.85
-473.827	1847.67
-1593.75	1679
352.88	595.808
1616.08	1827.99
87.8808	1826.74
-278.658	2055.35
411.03	1092.05
-221.01	1198.98
-374.221	1729.2
452.92	853.165
351.282	1091.13
-195.977	2408.38
-728.532	1583.83
-943.908	945.702
66.5678	556.251
744.243	1166.06
14.5838	527.268
174.686	1044.18
824.037	1515.48
-33.5374	922.743
-114.524	869.022
1239.17	1539.46
1078.19	1871.1
-1.4063	2107.92
-134.658	2078.83
-302.134	1365.34
-1161.69	2083.95
-765.977	1802.72
-1092.94	1204.07
-744.107	1530.31
-1321.01	2269.74
-1381.23	1472.53
-1333.58	1333.58
-155.925	422.38
-233.956	481.31
-839.527	969.762
-317.144	705.792
-183.645	460.807
-804.368	903.396
-284.519	445.991
429.817	507.363
-176.788	987.663
-695.066	1461.39
-621.007	720.336
-609.258	629.072
-401.102	824.464
-257.462	432.209
-419.825	450.374
-249.044	851.539
-381.798	767.647
-726.934	726.948
-195.944	205.155
518.432	756.983
-247.466	783.554
-654.861	1085.67
-135.672	663.574
-550.91	702.945
-874.526	1054.92
-349.306	482.747
-471.023	621.074
-842.037	1196.68
-1130.72	1255.67
-1001.13	1083.72
-738.935	780.361
-326.366	327.76
-451.689	584.678
-445.901	505.853
-94.8653	111.992
-304.694	400.764
-376.355	595.653
385.895	446.606
536.34	540.754
-144.027	443.536
-137.675	395.111
60.2425	73.9916
-260.126	353.961
-176.884	416.155
16.0944	58.1536
-75.9037	433.248
-462.899	794.091
-440.478	441.331
-353.099	471.246
115.706	165.707
135.936	273.812
-424.258	424.849
-105.91	452.897
38.2842	252.393
-397.869	398.641
-253.238	264.597
207.204	295.37
-82.2424	425.069
-453.175	732.355
-385.548	386.285
-138.123	375.682
-245.499	251.493
-22.4209	87.7839
-13.5102	282.082
-38.7237	100.465
-23.5622	151.663
-74.9577	396.715
184.724	366.591
619.363	627.709
393.63	442.543
53.4265	314.557
255.437	456.814
38.808	422.58
-120.613	428.972
4.5581	431.187
306.017	387.986
-108.348	707.622
-369.588	846.295
-340.851	392.152
-284.955	307.493
-70.8073	472.264
-189.109	191.787
-132.234	184.625
12.0165	419.992
-91.2403	251.621
-274.399	274.465
-190.502	211.734
419.359	542.247
-250.577	598.38
-183.518	435.785
30.5272	157.895
-86.6813	94.1176
-224.498	391.933
78.6458	108.266
-60.5276	176.792
-292.43	543.98
-234.827	278.86
-152.145	288.622
34.7054	84.1205
135.979	197.38
-88.5267	110.654
24.8496	262.724
82.4359	542.76
-188.94	286.522
-220.468	327.06
183.181	453.792
-4.57401	480.971
-483.328	796.042
-448.931	651.413
-390.846	391.873
-626.701	706.949
-523.508	559.938
-332.772	336.591
-456.45	495.111
-566.269	618.916
-454.157	506.261
-305.806	476.077
-104.741	140.994
-71.2776	109.1
-302.976	304.596
-93.6181	229.373
20.5525	134.918
-225.809	228.22
-161.928	206.607
129.017	135.007
-245.026	328.068
-353.449	453.042
-167.573	234.877
-206.693	258.594
-172.659	172.67
-19.7907	25.2115
-184.796	200.678
-223.515	276.431
-144.849	152.872
-205.258	285.375
-50.5297	55.2131
80.5677	236.45
-229.697	299.829
-402.159	507.431
-159.142	169.147
-387.718	392.093
-551.97	553.015
-201.616	212.182
-156.115	163.301
-543.156	548.788
-485.014	501.505
-201.886	629.693
-101.894	286.877
-83.9908	167.555
119.217	326.948
-24.7992	229.304
88.7846	154.126
105.852	146.006
45.522	241.79
327.988	350.148
309.04	323.124
-124.019	258.095
-166.297	192.388
40.5779	50.1149
-180.773	189.291
-110.609	112.019
138.03	170.781
-55.7482	63.7858
-205.047	243.37
-78.7893	177.848
41.906	277.189
113.093	113.827
132.401	132.629
-70.9914	71.7886
-7.49684	112.938
-29.1846	82.9573
-259.101	298.347
-148.389	169.727
151.858	152.063
-86.0222	86.0222
-274.083	276.892
-54.2156	126.86
-79.0741	303.044
-11.3455	122.605
138.211	160.041
300.824	369.724
7.11909	58.9381
39.6047	210.299
178.643	224.538
286.154	288.553
277.433	419.289
242.258	300.639
5.80438	260.809
50.6162	317.657
-18.7831	190.655
-199.206	207.033
38.2307	146.735
105.392	227.7
-268.787	362.352
-326.635	355.697
-80.3369	123.12
-108.685	115.205
-22.2076	81.0092
30.8453	30.893
6.95299	17.3114
-24.4077	156.356
-74.5632	75.9051
-97.8753	203.281
75.8656	137.772
120.649	237.463
-170.118	218.184
-170.848	214.776
-63.2482	72.481
-177.921	205.16
-212.84	213.356
136.905	137.044
49.9146	56.9039
-169.671	187.118
-160.95	163.504
130.45	173.649
103.326	147.154
20.431	249.582
17.0858	43.7346
-63.8166	221.434
-47.9907	274.611
-179.646	189.585
-165.975	169.124
-10.0901	235.669
-142.605	270.981
-434.258	446.966
-257.698	258.544
-221.535	259.942
-286.89	309.832
-169.141	191.62
10.8154	151.025
-126.106	148.414
-187.338	194.325
-24.8233	314.396
53.6298	272.444
100.338	117.085
40.3677	73.7066
-74.365	104.704
-18.1975	23.0409
-7.68422	44.3122
-207.448	275.787
24.7013	26.717
93.8085	121.876
-120.995	122.71
-223.755	241.385
-38.1821	157.387
28.7829	132.733
-39.7054	54.8222
37.3791	118.519
125.712	185.316
-49.74	144.7
-47.1934	47.3868
-30.0407	196.219
30.0865	52.7515
34.8339	141.237
-154.104	154.127
-236.963	237.316
-119.647	134.791
-144.733	256.028
-196.972	307.292
77.6808	179.081
100.511	161.945
-150.325	198.005
-40.8338	229.468
155.77	372.957
197.606	292.707
184.462	191.196
271.39	288.96
149.723	151.416
128.281	157.419
127.994	136.629
94.6262	162.216
238.198	274.89
175.823	265.981
-82.1485	98.7602
-26.1327	28.3611
72.4698	82.8282
3.73382	70.2526
58.2574	94.8536
241.356	252.475
113.609	114.236
-86.8787	130.667
97.2884	163.857
190.863	243.181
167.159	203.423
159.231	184.149
51.0703	52.0848
-3.30934	92.5493
23.4357	66.3848
-40.1284	141.963
45.6314	86.9914
200.275	217.662
24.3389	44.2518
-88.9717	99.8136
102.242	139.233
191.297	253.759
128.219	145.339
286.579	287.053
340.29	352.815
77.4576	198.287
115.458	196.801
192.385	192.741
203.352	232.499
162.996	411.278
58.7396	274.115
-117.297	223.482
-40.8815	251.873
-43.9057	125.783
-98.9756	99.2946
69.2562	111.588
96.9271	148.513
-123.542	135.935
-184.969	185.937
128.523	196.387
27.2658	39.9558
51.203	104.517
137.413	144.08
55.3147	78.7457
-41.4274	171.616
-4.35459	4.37343
-8.41121	90.6397
37.1412	137.682
37.8514	216.842
-96.9806	99.4235
-120.929	122.257
46.1949	46.4532
6.58336	68.8138
-48.3532	50.9451
157.312	163.726
115.967	141.454
-122.706	183.394
35.704	36.8903
141.631	141.639
59.4325	158.101
56.2873	252.841
-11.5609	117.59
-155.045	233.42
-148.02	273.747
-148.527	148.967
-105.64	107.241
-22.5702	147.758
-109.147	129.855
-264.935	276.362
-108.781	135.311
21.7516	179.442
-92.9051	185.171
79.9181	102.457
199.098	222.13
-0.0173175	35.5283
-49.3311	57.2033
130.144	204.307
163.42	202.812
73.9281	179.198
63.9361	102.116
9.32457	39.549
-29.3455	80.766
17.6915	21.8019
-42.0617	164.839
40.2446	42.6132
146.25	165.343
